CustomerID,Tenure,MonthlyCharges,TotalCharges,Usage,Complaints,ContractType,PaymentMethod,CustomerServiceCalls,Age,Churn
1514,37,82.8426456614587,6877.076489788163,242.4293698580518,2,Month-to-Month,Mailed Check,8,32,1
1515,56,88.86316293078755,2508.7346826420016,177.4975579069709,7,Month-to-Month,Mailed Check,2,33,1
1516,59,45.32723835227151,1622.1435322449324,160.35608249214695,6,Month-to-Month,Bank Transfer,4,30,1
1517,3,20.99787766584494,1119.6628507539635,481.9580060365942,1,Month-to-Month,Bank Transfer,1,42,0
1518,28,92.3443662354912,2453.089247282669,320.7898406216971,6,Two Year,Electronic,7,47,1
1519,35,73.56565993475786,6262.379887616344,11.716477683694105,4,Month-to-Month,Credit Card,3,70,1
1520,61,103.61177032072487,3825.848285042567,215.08795422215658,3,Two Year,Mailed Check,5,73,0
1521,54,102.13883629006943,1897.1046691789659,437.5043498719851,7,Month-to-Month,Credit Card,5,24,1
1522,63,104.33261677878832,1412.8614969170187,150.72809320533398,4,One Year,Bank Transfer,4,74,0
1523,7,68.50946599795401,2728.562864431995,47.27817238719412,0,Two Year,Bank Transfer,0,72,0
1524,49,53.362839583686565,7525.4025457971,379.1923857949589,4,Month-to-Month,Bank Transfer,6,69,1
1525,31,99.155820259137,2809.9110294611924,303.00691596804063,1,Month-to-Month,Credit Card,9,21,1
1526,58,65.12941130292549,7906.180200041619,285.15625391325193,2,Month-to-Month,Electronic,7,60,0
1527,61,38.344219640343454,3933.320600546314,26.78827980370396,3,Month-to-Month,Bank Transfer,0,57,1
1528,24,105.49740195614743,1515.394954492192,70.24950489775867,6,Two Year,Electronic,9,55,1
1529,20,108.25598767723473,7140.006725168724,311.2746981065569,4,Two Year,Electronic,6,74,1
1530,37,66.63097561401702,3736.8074477651326,103.9119207294179,4,Month-to-Month,Mailed Check,3,47,0
1531,4,27.569972730978748,5706.403613685743,252.03503987421217,2,Month-to-Month,Credit Card,5,27,0
1532,20,58.782608991693124,7871.321507352299,272.4408430146967,3,Month-to-Month,Bank Transfer,8,47,1
1533,60,100.35376594626034,496.3852675277946,141.7535951354697,5,Month-to-Month,Electronic,4,56,1
1534,24,110.17740285462287,863.8870223217804,474.2125777707464,6,One Year,Credit Card,7,24,0
1535,50,40.34727424975958,5791.608257555774,421.2320534177876,4,Month-to-Month,Credit Card,4,53,0
1536,49,26.69736120252715,2326.417526034229,361.18675381639923,4,One Year,Bank Transfer,1,52,0
1537,51,107.73504531328386,1555.9810359057826,38.99693320470454,5,Month-to-Month,Mailed Check,3,41,1
1538,36,58.94049389788753,410.95885057586304,53.06500965450972,6,Month-to-Month,Mailed Check,1,56,1
1539,66,74.17609642675632,272.5890246909943,246.39067293247786,1,One Year,Electronic,6,53,0
1540,34,116.80658120507589,6218.436264646348,80.35667459549283,1,Month-to-Month,Mailed Check,6,62,1
1541,36,26.656472791422285,1162.024076219445,489.13273176473706,7,Two Year,Mailed Check,2,37,0
1542,6,84.83180074520956,3794.992866172092,79.26011701370473,7,Two Year,Mailed Check,6,66,1
1543,39,27.410542257486707,4886.584839917916,243.733917731987,0,Month-to-Month,Credit Card,0,49,0
1544,42,57.54689284665004,3483.9792244938853,182.06052842075272,2,Month-to-Month,Bank Transfer,0,56,0
1545,58,100.38145451934467,314.14255345624156,319.693210727049,3,Two Year,Credit Card,8,66,0
1546,12,63.34722327556344,6289.66187044448,64.51820444471245,4,Two Year,Credit Card,5,43,1
1547,3,119.71823539029504,183.05447387906256,215.15821402119545,6,Two Year,Bank Transfer,4,43,1
1548,18,75.90592849466022,6118.930165582124,137.35251640357183,4,Month-to-Month,Credit Card,5,53,1
1549,40,52.11621526359535,7157.105500926169,443.875762335844,7,Two Year,Electronic,5,60,0
1550,21,42.01113259047531,3519.435376351661,20.292856067347543,0,Month-to-Month,Electronic,0,52,0
1551,15,55.05205342861618,4330.785537472606,456.8637470032296,6,One Year,Credit Card,4,60,0
1552,26,57.25332737595508,3868.1688016794647,416.4970692765002,6,Two Year,Mailed Check,8,52,0
1553,8,26.8713677723961,3174.7480871251664,148.78535822040772,4,Month-to-Month,Credit Card,3,29,1
1554,42,56.95741994267732,7110.653829425846,394.64532733855236,2,Two Year,Mailed Check,2,50,0
1555,44,66.4238519739225,7162.074734292925,15.60678016937378,0,Month-to-Month,Credit Card,0,53,0
1556,14,92.27377522388046,2752.949280668123,483.4327751466968,2,Two Year,Electronic,1,31,1
1557,2,85.6729484721608,4959.0510567161145,263.29747129489465,0,Month-to-Month,Mailed Check,2,50,1
1558,37,90.87656552291543,7422.569740952326,151.64051303272262,4,Two Year,Electronic,3,63,1
1559,69,20.83636818768571,7700.262141636677,181.29160629733855,0,Month-to-Month,Credit Card,6,62,0
1560,38,41.766739958053606,4120.776419334175,33.20267673024868,1,One Year,Bank Transfer,5,62,1
1561,41,86.16842883998565,3677.3159617461815,494.6747570210196,6,One Year,Mailed Check,7,41,0
1562,62,68.39893681797471,2301.685095835354,19.645972575346228,3,Month-to-Month,Mailed Check,8,32,1
1563,60,20.531347566834594,7675.087798204239,327.4535615739295,4,Month-to-Month,Credit Card,5,48,0
1564,14,100.44946424318223,1228.2330053356523,221.36796385322916,5,One Year,Credit Card,6,34,1
1565,2,97.28095732903374,4680.653650777028,474.45810909435755,3,Month-to-Month,Mailed Check,3,29,1
1566,70,74.84191629935626,2332.1471133972473,122.99987015339758,4,One Year,Bank Transfer,1,39,1
1567,17,26.646332577627213,2304.1654937475932,266.04341196900566,3,Month-to-Month,Credit Card,8,40,1
1568,28,96.65150495325847,3299.251840271889,241.17810429137648,1,Two Year,Credit Card,8,43,0
1569,66,78.3713587731364,7990.464192943671,351.43322202505067,3,Month-to-Month,Credit Card,3,31,0
1570,35,98.19599771579591,534.2338240345944,34.005115976210256,0,Month-to-Month,Bank Transfer,2,29,1
1571,5,95.17469923958404,4670.480363807898,96.89456501167743,7,Month-to-Month,Mailed Check,9,67,1
1572,65,100.30020719578371,752.3200484786897,107.28241004642491,3,Month-to-Month,Electronic,5,21,1
1573,40,71.80080664046248,1320.7145569251,369.07537742084486,4,Month-to-Month,Credit Card,2,63,1
1574,56,34.0324518193515,3572.5472400058993,94.56934816337004,5,Month-to-Month,Bank Transfer,0,68,0
1575,36,87.11574733796887,4132.635037636886,286.74588194548835,5,Two Year,Mailed Check,3,30,1
1576,45,82.04737850519706,2144.4600260797397,107.62191025047684,7,One Year,Mailed Check,0,74,0
1577,23,94.22531871990871,2600.011333907888,430.8124750419892,2,One Year,Bank Transfer,1,72,0
1578,47,36.98810060507353,787.0394600218712,471.0927272448193,7,Month-to-Month,Credit Card,2,35,0
1579,31,39.49751999002892,2495.436292369579,259.24648747112025,6,One Year,Electronic,7,60,1
1580,11,109.04095172193284,7735.8116711062985,176.15444210458915,3,Month-to-Month,Credit Card,9,45,1
1581,10,94.99777984520708,7563.188315212606,117.02888750874956,5,One Year,Mailed Check,3,55,1
1582,67,110.82284887003229,2745.5384920821816,24.890500761521885,7,Month-to-Month,Electronic,3,58,0
1583,14,95.87153211639207,4609.746096602216,134.2500380987477,3,Month-to-Month,Credit Card,9,61,1
1584,10,79.71553059903019,7285.80358977646,327.11788997265893,6,Month-to-Month,Electronic,8,36,1
1585,1,85.41327370278736,148.85219886308374,266.8084656546054,5,Two Year,Bank Transfer,6,63,0
1586,5,108.91279239400099,6504.400205666976,472.02063914046374,6,Month-to-Month,Credit Card,1,64,0
1587,20,77.88067545119405,7592.11946703246,198.1386312458503,3,One Year,Mailed Check,2,60,0
1588,8,83.23913243283874,821.4733012351008,346.93167116419727,4,Month-to-Month,Mailed Check,3,55,0
1589,43,35.647671600360056,1375.4367196600763,244.6613737375607,3,One Year,Electronic,3,63,1
1590,1,67.39212201161027,7689.895791893708,256.2881079621058,7,Two Year,Bank Transfer,9,20,1
1591,57,91.6397111958099,4346.567134758736,133.88715730205874,6,Month-to-Month,Credit Card,7,36,1
1592,64,47.09426983163654,212.15341232661723,227.47538842099985,4,Month-to-Month,Bank Transfer,9,37,1
1593,28,40.22541805245349,2135.2927902318806,235.39249850635363,4,Two Year,Bank Transfer,9,42,1
1594,37,51.38268082244156,3654.555026723991,353.321260874467,2,One Year,Electronic,5,28,1
1595,47,44.15006279928335,5573.980397095665,470.31999959305693,5,Month-to-Month,Electronic,2,73,0
1596,37,41.49126370363959,5891.966987280716,164.66063874125214,0,One Year,Credit Card,8,34,1
1597,49,62.48508428680869,7963.829952111103,21.100234290649222,4,One Year,Mailed Check,9,66,1
1598,44,110.78385138835341,2371.338475131696,248.14756275031985,6,Month-to-Month,Credit Card,7,72,1
1599,56,70.70596467387182,4351.938804760955,272.2306660745843,5,Two Year,Bank Transfer,8,52,1
1600,28,38.792038081532304,4313.256028090879,84.22027556595762,1,Month-to-Month,Electronic,4,31,0
1601,6,27.697166938087406,3304.597549633176,380.23230313803333,3,Month-to-Month,Bank Transfer,2,56,0
1602,61,89.61561451379252,1436.3789613551196,492.4645542207458,7,One Year,Electronic,3,74,0
1603,20,58.279876443638784,7821.906849152356,472.88735850423046,6,Month-to-Month,Mailed Check,4,36,1
1604,2,102.18309465853592,6841.20577466603,98.5530194118261,1,Month-to-Month,Bank Transfer,8,20,0
1605,37,85.95107686407702,4036.8309235244737,437.68161995038037,6,One Year,Electronic,8,51,1
1606,20,99.62414505413685,4865.638839203835,352.2468182058424,3,Two Year,Credit Card,2,66,0
1607,26,47.194603941844875,1895.3623231213323,226.92328190345577,2,Two Year,Credit Card,6,58,1
1608,29,89.2358922461058,4395.9178560948,270.30549716236453,6,Two Year,Credit Card,5,39,1
1609,1,46.40619846937187,5590.264051659659,424.8000874912291,4,Two Year,Bank Transfer,3,55,0
1610,35,113.90684794502916,4169.819524254051,240.06746981918658,0,Month-to-Month,Electronic,4,73,1
1611,70,83.63742815333744,7923.2528476210355,186.60368455256344,4,Month-to-Month,Electronic,9,44,0
1612,59,52.451180017534206,4929.599084357037,246.6237465129929,3,Two Year,Electronic,1,38,0
1613,69,46.95118622922726,3030.6923294781354,289.56490201752456,6,Month-to-Month,Bank Transfer,6,58,0
1614,33,39.09265850716435,6200.001018165121,94.53882688917442,0,One Year,Electronic,3,48,0
1615,51,89.46409588937279,1446.6538414949723,450.45386513349536,4,One Year,Mailed Check,1,44,0
1616,12,41.87156129979273,3137.6749282795054,337.0934744148069,0,Month-to-Month,Bank Transfer,5,54,0
1617,20,79.5303265927489,2840.9757079829283,316.63445866874446,7,Two Year,Mailed Check,1,19,0
1618,53,46.463502692535734,3511.2760513514404,49.748113090319066,3,One Year,Mailed Check,9,71,0
1619,43,86.19689447938686,6276.060624836938,302.0869690862959,2,Month-to-Month,Credit Card,1,64,1
1620,50,101.49397285405392,3924.966954090919,60.480331119246166,2,Two Year,Bank Transfer,6,26,0
1621,29,97.80252431446532,6372.714157101105,39.34883759769953,6,Month-to-Month,Electronic,0,36,1
1622,57,96.08513309307817,4654.26233480494,263.6554478211967,4,Month-to-Month,Mailed Check,6,59,1
1623,39,38.772240569225204,2802.3485337946872,201.3927670232475,1,One Year,Bank Transfer,9,53,1
1624,56,28.83849469845187,6498.832075099433,294.4051350781116,3,Two Year,Electronic,4,27,0
1625,43,89.89488284873856,1982.4883973694234,44.611084028619295,4,One Year,Credit Card,0,57,0
1626,50,56.83472137943513,1872.6255404183844,215.4915314236292,4,One Year,Bank Transfer,5,71,1
1627,23,63.23462264033473,4085.5731000332025,87.39335752257898,2,One Year,Bank Transfer,6,62,1
1628,44,23.114909279339106,2160.7090431005026,493.5500429620583,6,Month-to-Month,Bank Transfer,0,56,0
1629,38,45.957644927504916,171.78757611460895,280.5751062175872,0,Two Year,Electronic,8,24,1
1630,23,23.367640387446404,5221.550465660532,343.71843047043365,3,Two Year,Mailed Check,6,21,0
1631,45,107.91857726012476,4137.641189631944,162.7091403413039,7,Month-to-Month,Mailed Check,0,32,1
1632,52,44.33966832185305,3619.5907344959733,47.36945738967208,0,Month-to-Month,Bank Transfer,2,29,1
1633,50,75.7337169573008,7739.051265484692,487.9354313917683,5,Two Year,Bank Transfer,4,65,1
1634,8,23.897932066113043,4612.473553307018,143.1295176915916,5,Two Year,Electronic,3,23,0
1635,1,86.6847391305658,6921.109464536137,211.9040925867871,3,Two Year,Credit Card,1,26,0
1636,8,52.30273457540939,1201.6568660207654,324.9319608512875,6,Two Year,Bank Transfer,0,52,1
1637,29,109.79191869576658,4596.731058722478,12.348648843055642,1,One Year,Bank Transfer,3,25,1
1638,5,108.81181889340358,6957.0390511741325,405.1295652586435,5,One Year,Credit Card,6,24,1
1639,47,52.529061836174776,4706.5354825111945,268.28909501431013,2,One Year,Bank Transfer,3,21,0
1640,34,110.09608956904678,5772.312007203312,139.10859353441109,1,Month-to-Month,Mailed Check,8,30,1
1641,65,119.61576734987788,3039.144185716438,30.803992646234622,4,One Year,Bank Transfer,7,36,0
1642,55,102.5415664123948,830.3511845928263,81.24920773722071,5,One Year,Mailed Check,7,24,0
1643,43,104.4871347755229,3717.412331503864,447.51692942671843,2,One Year,Electronic,4,27,0
1644,30,44.90087361090899,3216.3871876269745,343.0121119679455,4,One Year,Electronic,0,42,0
1645,17,77.67023988577563,6949.775440793684,124.95086081844492,1,Month-to-Month,Mailed Check,8,61,1
1646,26,26.725591396736785,2027.5628885845308,32.80038247251477,3,Month-to-Month,Mailed Check,1,52,0
1647,8,29.49179368216697,7737.200397527354,345.30765619331817,4,Month-to-Month,Credit Card,5,42,1
1648,47,119.88926120332906,7669.29114645552,286.2038629838826,0,Month-to-Month,Mailed Check,9,46,1
1649,72,52.663924942591095,2056.289980264366,202.2597622291175,3,Month-to-Month,Mailed Check,4,73,1
1650,46,94.81839120488463,2849.610448270832,181.8057245950319,3,Two Year,Bank Transfer,9,29,1
1651,68,100.66650530268164,7174.890352903692,108.40713796455415,1,Month-to-Month,Credit Card,7,68,0
1652,33,105.80232710072292,7736.315545079249,334.8056282687588,1,Month-to-Month,Mailed Check,2,64,0
1653,1,119.76282974021565,3603.168912404748,485.33401389693523,2,One Year,Mailed Check,5,57,1
1654,19,44.149648525686786,2635.8766605630926,87.85762291841293,2,One Year,Mailed Check,5,29,0
1655,31,24.03508268596997,4256.142704687182,298.5583100077517,0,Month-to-Month,Bank Transfer,9,69,1
1656,14,61.1191517994586,5533.376730289305,212.09252787298811,3,One Year,Bank Transfer,2,23,0
1657,53,33.0080669828947,2260.4486714623404,223.34436087233246,7,One Year,Bank Transfer,6,27,1
1658,48,22.242588916205513,5918.138079490675,127.0736400639072,6,Month-to-Month,Electronic,3,19,0
1659,69,56.04268271414861,508.09312120566415,412.56743783070954,0,Month-to-Month,Bank Transfer,4,73,0
1660,62,98.37382510752364,489.4264928388899,242.62780207362056,0,Two Year,Mailed Check,8,62,0
1661,66,76.61806912250708,3151.6728706498075,271.70292609913207,6,Two Year,Bank Transfer,5,42,0
1662,64,51.277798921035405,2892.4382172796927,152.3804563986629,6,One Year,Bank Transfer,9,24,1
1663,70,85.43420054927196,2593.502401400503,90.90423283347488,6,Month-to-Month,Credit Card,3,57,1
1664,63,43.20181803088107,3979.056125084389,42.95519410141024,1,Month-to-Month,Mailed Check,7,40,0
1665,33,21.438144607208503,2633.7953002614126,357.05957046245794,0,One Year,Bank Transfer,8,65,0
1666,41,96.43533864364274,1618.8375558979262,98.11714084392781,0,Month-to-Month,Electronic,9,28,1
1667,48,82.3743084864009,2544.8094377999473,345.0376770943989,4,Month-to-Month,Credit Card,4,53,1
1668,13,96.23026245009599,7801.743755200856,195.18822302347695,6,One Year,Bank Transfer,1,66,0
1669,31,23.89380166876656,3347.795994259304,207.88740049482573,6,Month-to-Month,Credit Card,5,65,1
1670,68,103.71196278306522,3613.2309371808524,234.58874804638586,2,One Year,Credit Card,7,68,1
1671,4,81.95262000363033,4654.7054206140065,183.8542540637716,2,Two Year,Electronic,4,40,0
1672,19,76.33953507126401,7868.39207047239,50.30998861129504,3,Month-to-Month,Electronic,0,60,0
1673,70,82.46140481145315,2008.6500838425277,154.8159050014229,2,Two Year,Electronic,7,24,1
1674,13,106.4433246868364,5482.128673206227,331.86718034696923,5,Month-to-Month,Mailed Check,8,44,0
1675,23,78.6936506558907,5756.279078979621,332.8922007344355,3,Two Year,Credit Card,0,30,1
1676,1,78.09503798881794,4897.862892665221,143.11215361999717,7,Month-to-Month,Bank Transfer,7,68,1
1677,54,119.06791570657658,799.7688831294882,230.051313278844,6,Month-to-Month,Electronic,9,34,1
1678,71,95.6730167068568,5447.290979037854,96.72361400596874,4,One Year,Electronic,1,49,0
1679,15,64.22938054511353,606.3482171857863,105.18604076491789,2,Month-to-Month,Credit Card,3,43,0
1680,65,90.73970000329277,4809.526931444186,11.523544203303704,4,Two Year,Credit Card,1,74,1
1681,71,58.92304716917885,5942.691300051767,448.3732749538723,2,Month-to-Month,Credit Card,1,39,1
1682,15,42.8875462483499,1766.6621358976083,105.3533325374531,2,Month-to-Month,Bank Transfer,9,30,1
1683,21,79.68518768877594,6748.813859587915,113.76693846823166,4,One Year,Mailed Check,2,29,1
1684,19,112.81820981139515,339.79506371073364,139.8007163225659,0,Month-to-Month,Mailed Check,7,24,0
1685,60,112.91395200154628,6766.121622900619,63.7040358477145,0,Month-to-Month,Electronic,3,18,1
1686,33,54.19052781054903,3736.599500077844,319.6314415906814,0,One Year,Mailed Check,6,50,1
1687,49,72.7677466221695,1818.9447254599916,37.57147658879328,5,One Year,Bank Transfer,9,69,1
1688,35,41.16358985698612,1156.8473454523473,67.10121316317513,0,Two Year,Mailed Check,2,72,1
1689,44,119.56311094988834,7631.126623900743,322.3783632950464,2,Two Year,Bank Transfer,9,31,1
1690,11,118.11179078679358,674.058141891138,169.83031024072136,6,Month-to-Month,Electronic,2,64,1
1691,72,84.95089297074473,1672.8380174938127,353.9739133505945,1,One Year,Credit Card,1,60,0
1692,66,100.44140596774734,2847.796544721063,278.712372335071,4,Month-to-Month,Bank Transfer,5,73,1
1693,46,91.51001612837,4999.8553067928515,128.01058653075654,6,One Year,Credit Card,5,58,1
1694,9,79.31582190394681,4403.928573681177,325.413975244664,1,Month-to-Month,Electronic,0,34,0
1695,3,25.334799698889768,1092.5835900572806,58.13684014644033,6,Two Year,Bank Transfer,6,21,1
1696,26,65.4764342552661,2388.8510715318957,268.2051915400152,5,One Year,Bank Transfer,3,69,1
1697,72,87.47863021674105,1986.1389915795903,218.57405252251732,1,Two Year,Mailed Check,2,68,0
1698,48,87.75316138836847,1786.988550473697,133.93679140872038,7,Two Year,Bank Transfer,7,56,0
1699,66,57.31226184223836,3348.0402581918975,302.00249886975007,3,Two Year,Electronic,1,18,1
1700,70,114.16919866580305,5661.848475474089,435.66679617014125,0,Two Year,Credit Card,8,58,0
1701,28,36.7357032236781,1817.878164516164,499.45234988153834,7,Month-to-Month,Bank Transfer,7,62,0
1702,26,70.03594462155607,2996.7631496535532,303.8813843717123,5,Month-to-Month,Electronic,7,41,1
1703,25,89.08839765508228,3188.247672045182,202.3529371645851,6,Month-to-Month,Electronic,2,51,1
1704,12,89.71358058918092,7814.0065825397405,112.6035501081008,2,Month-to-Month,Bank Transfer,3,51,0
1705,5,84.86389567688155,7641.864219344644,128.54804469755587,0,One Year,Mailed Check,1,41,0
1706,48,47.52882134518602,6421.0869037413995,239.72748907488284,7,One Year,Bank Transfer,1,32,1
1707,37,35.620656868662195,2009.1054744715627,183.63885064035463,0,One Year,Bank Transfer,3,34,0
1708,44,83.59403268267108,637.4947813241905,456.9072613124721,1,Two Year,Mailed Check,5,30,1
1709,15,79.93021161394378,2603.5426879929355,184.14773382785478,3,Two Year,Electronic,4,24,1
1710,43,37.9356010289241,2207.676940527264,186.72229557271774,0,Month-to-Month,Bank Transfer,0,26,0
1711,48,90.51391455705634,4096.813821156511,191.76725621698847,6,Month-to-Month,Mailed Check,9,61,1
1712,70,65.51719917336564,6244.050489535565,418.310105183829,6,Month-to-Month,Credit Card,0,52,0
1713,46,86.7760591603153,6880.751217142978,325.39416042345096,4,Month-to-Month,Credit Card,5,40,1
1714,43,103.73670797701507,6774.4262747430175,307.0844251594463,4,One Year,Mailed Check,2,71,1
1715,21,36.972842857692314,2941.4369336622353,167.07151119193108,0,One Year,Electronic,2,64,1
1716,23,21.91448679968367,5529.151313339395,408.95208841621974,1,One Year,Mailed Check,6,56,0
1717,47,97.91025863957867,2571.390160441338,19.181930677850566,1,Two Year,Electronic,0,40,0
1718,15,80.9697425152616,581.1537915579434,435.39858616905656,2,Two Year,Credit Card,0,43,1
1719,25,89.96395696221217,5642.3655982632445,256.3749498969648,5,Month-to-Month,Bank Transfer,9,18,1
1720,36,103.81549749886426,177.63766530132398,199.1251174317064,5,One Year,Mailed Check,2,31,0
1721,51,100.28109348245005,3332.5424409220595,248.58364035884284,7,Month-to-Month,Credit Card,7,49,1
1722,15,116.09201469288247,2702.096227486398,333.70776526691554,5,Month-to-Month,Bank Transfer,0,68,1
1723,68,73.59350788521182,5577.6825542989345,6.38271325894868,3,Month-to-Month,Credit Card,9,65,1
1724,21,68.84956326599054,6153.339234806994,435.77592822912385,1,Month-to-Month,Mailed Check,3,27,1
1725,13,60.18871998907301,2502.3476241731423,223.3697626556964,2,Month-to-Month,Mailed Check,8,18,0
1726,19,35.36910428442045,6511.853414114343,171.4832598500391,4,Month-to-Month,Bank Transfer,3,22,1
1727,34,77.26072328820224,2421.942407988977,69.12278281702855,6,One Year,Mailed Check,9,20,1
1728,68,47.70125243259788,3625.9782438938337,219.73268717922107,5,One Year,Credit Card,7,66,0
1729,52,112.13075122129754,5843.446363411658,248.16138564218943,4,Month-to-Month,Bank Transfer,6,67,0
1730,27,78.31908042770976,5574.06981087583,201.8233472467389,4,Month-to-Month,Bank Transfer,2,70,1
1731,29,79.28401805081101,7900.210931266381,339.33004691344854,0,Two Year,Credit Card,6,44,1
1732,28,55.492466087701004,1878.7720913058617,210.448264379613,3,Month-to-Month,Electronic,6,68,1
1733,35,25.198935197770748,5332.311516962701,480.70878892328665,2,Two Year,Bank Transfer,9,71,1
1734,8,23.174376537298862,4916.487075378642,299.63875891179595,3,One Year,Electronic,2,74,0
1735,16,62.33351441531975,7329.277790471237,403.7389678259545,0,Month-to-Month,Credit Card,1,39,0
1736,36,28.456537809723784,1335.2609189945128,54.67795155473942,2,Month-to-Month,Credit Card,8,35,0
1737,30,80.68469555401391,6039.2054923367705,198.64564647295285,2,Month-to-Month,Bank Transfer,0,33,1
1738,18,108.09730056396575,4589.32206852327,168.42385072357635,1,Month-to-Month,Mailed Check,6,19,1
1739,2,108.29148165187222,2269.860371324453,284.7411940682959,3,Month-to-Month,Bank Transfer,3,64,1
1740,49,85.90454101322324,3848.0358217626754,430.5567600307128,3,One Year,Mailed Check,1,30,0
1741,4,41.123183147293105,2736.8351168514023,39.16910888100333,1,Month-to-Month,Electronic,1,62,1
1742,7,106.29968313588721,4676.575882028841,36.287399022355395,7,One Year,Mailed Check,7,33,1
1743,39,108.60934353132082,7123.10482543586,425.15885407879944,4,One Year,Bank Transfer,6,25,1
1744,13,39.66535849529587,4597.509376856396,106.42504301917872,0,Month-to-Month,Mailed Check,6,60,0
1745,31,93.74260857706773,5090.607104780014,334.3766272249068,3,Month-to-Month,Credit Card,4,25,0
1746,71,48.6519548927123,4198.1079922062045,271.43906618040256,1,Month-to-Month,Electronic,9,71,0
1747,63,100.26403123529296,504.20750091925964,416.44679744361474,6,Month-to-Month,Credit Card,7,27,0
1748,56,119.72378999036027,1939.5825993211445,62.544454918201765,7,One Year,Credit Card,1,72,1
1749,42,23.002600532939283,3986.813662513454,64.89148286130563,2,Month-to-Month,Credit Card,1,50,1
1750,61,109.73658657909318,2550.8587415831676,278.40918013915376,5,One Year,Credit Card,4,48,1
1751,42,82.26305335986581,1535.9324223134342,473.18932667918546,6,Month-to-Month,Mailed Check,0,29,0
1752,56,117.33826191648211,4082.649451155663,207.49887918537712,1,Month-to-Month,Credit Card,5,26,0
1753,36,66.50095175264276,2650.1973682380176,163.47105012734747,5,One Year,Mailed Check,3,54,1
1754,68,104.73879305713737,2139.0503810699765,303.34466159894293,4,One Year,Credit Card,5,26,1
1755,7,26.239406859827724,3765.484797779008,465.22430027251556,0,Month-to-Month,Bank Transfer,6,65,0
1756,54,53.527905007829574,1152.9456388491678,418.46391642231185,5,Month-to-Month,Credit Card,2,35,1
1757,1,26.701653775120995,7429.191291295718,497.7418053666099,7,One Year,Bank Transfer,7,47,1
1758,44,117.53431334790706,6954.846573561988,11.284291601188546,4,Month-to-Month,Mailed Check,6,49,1
1759,45,101.69739072718367,5690.202627350229,56.42907235638111,5,Month-to-Month,Electronic,0,57,1
1760,47,105.25474212459704,939.0892379488041,304.733881683311,2,One Year,Mailed Check,5,40,1
1761,13,113.79652314338942,6229.430310310575,410.2882196669249,2,Month-to-Month,Electronic,6,28,1
1762,22,28.510348611978536,6482.86289206125,142.62217115338328,7,One Year,Electronic,3,37,1
1763,21,58.55975925133334,6165.340479943267,119.60554401710938,2,One Year,Credit Card,1,36,1
1764,9,27.103488904400212,1000.3305082420052,393.48789969060044,2,One Year,Electronic,9,53,0
1765,26,41.07931015500286,5186.872860835341,28.190926926615788,1,One Year,Mailed Check,8,69,1
1766,9,42.936577703767234,6691.165886420248,184.69132379129255,2,One Year,Credit Card,6,43,1
1767,15,66.91072110475787,4661.091869635375,252.90461129616486,6,One Year,Electronic,0,27,0
1768,10,46.85621674536426,5206.618264301903,280.1743371751617,2,Two Year,Mailed Check,7,41,1
1769,42,30.09781068177611,3721.0714874678188,364.30757839638846,6,Month-to-Month,Electronic,2,30,1
1770,72,36.74910890941077,4276.787827084016,177.4228617153291,1,Month-to-Month,Electronic,3,69,0
1771,24,34.72755635520909,371.5771809786292,306.3421723373036,2,One Year,Credit Card,4,63,0
1772,49,117.30767979122983,5147.8078735889485,292.6877113954782,7,One Year,Credit Card,0,70,0
1773,26,95.92925069184736,743.4329818401576,273.80805032687357,4,Month-to-Month,Mailed Check,5,51,1
1774,37,116.7761465269562,3536.6152952877646,320.2416465711061,7,Two Year,Credit Card,9,46,1
1775,68,63.974048650790856,2411.9752715725217,129.72458553403814,4,Month-to-Month,Credit Card,5,53,1
1776,50,47.83684816626566,4408.880806672533,42.32437679231449,3,One Year,Bank Transfer,1,24,1
1777,24,99.82931972091866,1153.9890506333359,59.63583601987171,4,One Year,Bank Transfer,9,68,0
1778,19,52.62539180411468,5563.982875589214,112.29119132695054,0,Two Year,Mailed Check,5,47,1
1779,60,49.938337370534825,6380.591141734916,250.09896776139263,0,Month-to-Month,Credit Card,7,34,0
1780,39,43.250599220783116,1390.5001529709364,420.22137527301004,0,One Year,Mailed Check,5,65,0
1781,18,32.96789782242354,924.0733900798691,350.64667104419203,1,Month-to-Month,Bank Transfer,3,30,0
1782,19,45.6463061016766,1249.5723140201374,394.52030210102356,7,Month-to-Month,Bank Transfer,3,73,0
1783,36,55.53197484738877,7029.307738998164,175.4878119630457,4,Month-to-Month,Bank Transfer,8,41,1
1784,55,87.39942081457303,4272.695167875214,202.3268708242751,7,One Year,Mailed Check,5,71,1
1785,69,26.256484221945158,3791.3618684592707,196.84094299530642,6,Month-to-Month,Credit Card,7,72,0
1786,47,41.0506939665343,943.0233709085987,95.93659220225076,0,Month-to-Month,Electronic,7,48,1
1787,49,100.90236402916764,5231.492453379999,30.60832907178601,3,One Year,Credit Card,6,44,1
1788,33,34.69219235837708,6957.196775971211,295.4580464136134,1,One Year,Mailed Check,2,67,0
1789,21,54.26451465225215,6642.668367655278,494.6083417102931,3,One Year,Bank Transfer,9,38,0
1790,22,106.46589218581401,5045.83220094833,83.41485247513141,4,Two Year,Electronic,0,61,0
1791,48,35.49253111434427,694.7018615482217,23.342409949636878,2,Month-to-Month,Mailed Check,4,72,0
